n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
140;DR.L1.SD1_OV_ST_PMU_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Запуск охладителя вентилятора дробилки S5;HS-04.I;КСД №1;Охладитель вентилятора;17M1;1.0;1.0;2.0;14.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
141;DR.L1.SD1_VN_ST_PMU_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Запуск воздухонагнетателя дробилки;HS-05.I;КСД №1;Воздуходувка;18M1;1.0;1.0;2.0;14.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
142;DR.L1.PMU2.Mode_Local;Коробка локального управления STLB20 (+6,1 м). Локальный/дистанционный S1;OI-02.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
143;DR.L1.PMU2.EmergStop;Коробка локального управления STLB20 (+6,1 м). Кнопка аварийного останова S12;OA-09.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
144;DR.L1.GR2_PMU_ST_PMU_Started;Грохот №2. Коробка локального управления STLB20 (+6,1 м). Запуск грохота №4 S2;HS-06.I;Грохот №2;ПМУ;22M1;1.0;1.0;2.0;14.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
145;DR.L1.PMU3.Local;Коробка локального управления STLB30 (+0,0 м). Локальный/дистанционный S1;OI-03.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
146;DR.L1.PMU3.EmergStop;Коробка локального управления STLB30 (+0,0 м). Кнопка аварийного останова S12;OA-10.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
147;DR.L1.MD1.ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск дробилки S2;HS-07.I;КМД №1;Дробилка;M1;1.0;1.0;2.0;14.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
148;DR.L1.MD1_NS1_ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск смазочного насоса 1 дробилки S3;HS-08.I;КМД №1;Смазочный насос 1;27M1;1.0;1.0;2.0;14.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
149;DR.L1.MD1_NS2_ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск смазочного насоса 2 дробилки S4;HS-09.I;КМД №1;Смазочный насос 2;28M1;1.0;1.0;2.0;14.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
150;DR.L1.MD1_OV1_ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск охладителя вентилятора 1 дробилки S5;HS-10.I;КМД №1;Охладитель вентилятора 1;29M1;1.0;1.0;2.0;14.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
151;DR.L1.MD1_OV2_ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск охладителя вентилятора 2 дробилки S6;HS-11.I;КМД №1;Охладитель вентилятора 2;30M1;1.0;1.0;2.0;14.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
152;DR.L1.MD1_VN_ST_PMU_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Запуск воздухонагнетателя дробилки S7;HS-12.I;КМД №1;Воздуходувка;31M1;1.0;1.0;2.0;14.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
153;DR.L1.K3A.ST_PMU_Started;Конвейер ЛК-3А. Коробка локального управления STLB30 (+0,0 м). Запуск конвейера ЛК-3а S8;HS-13.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;14.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
154;DR.L1.PMU.EmergStop;CCA. Кнопка аварийного останова;OA-11.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
155;DR.L1.PMU.U_norm;Напряжение стандартное;ES.EV.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;15.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
156;DR.L1.PMU.ST_EmergStop;Активирован аварийный останов;ES.ON.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;15.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
157;Tag_157;Конвейер ЛК-6. Запущен;5M1.R.I;Конвейер №6;Конвейер;35M1;1.0;8.0;2.0;11.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
158;DR.L1.K3_MS_CMD_Lmp_Started;Конвейер ЛК-3. Магнитный сепаратор. Световой сигнал;10Q.LI.O;Конвейер №3;Магнитный сепаратор;10Q;1.0;1.0;6.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
159;Tag_159;Коробка локального управления STLB10 (+10,8м). Световая сигнализация;AL-17.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;17.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
160;DR.L1.PIT3_VR_VFD_CMD_Start;Пластинчатый питатель ПП-3. ЧП. Пуск;1M1.STR.O;Пластинчатый питатель №3;Пластинчатый питатель;1M1;1.0;1.0;6.0;17.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
161;DR.L1.K3.CMD_Start;Конвейер ЛК-3. Двигатель. Пуск;11M1.STR.O;Конвейер №3;Конвейер;11M1;1.0;1.0;6.0;17.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
162;Tag_162;Коробка локального управления STLB20 (+6,1м). Световая сигнализация;AL-18.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;17.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
163;DR.L1.GR1.CMD_Start;Грохот №1. Пуск;12M1.STR.O;Грохот №1;Грохот;12M1;1.0;1.0;6.0;17.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
164;Tag_164;Коробка локального управления STLB30 (+0,0м). Световая сигнализация;AL-19.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;17.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
165;DR.L1.SD1.CMD_Start;КСД №1. Двигатель дробилки. Пуск;14M1.STR.O;КСД №1;Дробилка;14M1;1.0;1.0;6.0;17.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
166;DR.L1.SD1.CMD_Start_Perm;КСД №1. Двигатель дробилки. Разрешение на пуск;14M1-RON.O;КСД №1;Дробилка;14M1;1.0;1.0;6.0;17.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
167;DR.L1.SD1_NS_CMD_Start;КСД №1. Двигатель насоса смазки. Запуск смазочного насоса дробилки;16M1.STR.O;КСД №1;Смазочный насос;16M1;1.0;1.0;6.0;17.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
168;DR.L1.SD1_NG_CMD_Start;КСД №1. Гидравлический насос. Пуск;15M1.STR.O;КСД №1;Гидравлический насос;15M1;1.0;1.0;6.0;17.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
169;DR.L1.SD1_OV_CMD_Start;КСД №1. Вентилятор. Пуск;17M1.STR.O;КСД №1;Охладитель вентилятора;17M1;1.0;1.0;6.0;17.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
170;DR.L1.SD1_VN_CMD_Start;КСД №1. Воздухонагнетатель. Пуск;18M1.STR.O;КСД №1;Воздуходувка;18M1;1.0;1.0;6.0;17.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
171;DR.L1.SD1_MSN_CMD_Start;КСД №1. Нагреватели масла. Запуск ТЭНов дробилки;19R1.STR.O;КСД №1;Нагреватели масла;19R1;1.0;1.0;6.0;17.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
172;DR.L1.K3A_VR_VFD_CMD_Start;Конвейер ЛК-3А. ЧП. Пуск;24M1.STR.O;Конвейер №3а;Конвейер;24M1;1.0;1.0;6.0;17.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
173;DR.L1.MD1.CMD_Start;КМД №1. Пуск;M1.STR.O;КМД №1;Дробилка;M1;1.0;1.0;6.0;17.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
174;DR.L1.MD1.CMD_Start_Perm;КМД №1. Разрешение на пуск;M1-RON.O;КМД №1;Дробилка;M1;1.0;1.0;6.0;17.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
175;DR.L1.MD1_OV1_CMD_Start;КМД №1. Вентилятор №1. Пуск;29M1.STR.O;КМД №1;Охладитель вентилятора 1;29M1;1.0;1.0;6.0;17.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
176;DR.L1.MD1_OV2_CMD_Start;КМД №1. Вентилятор №2. Пуск;30M1.STR.O;КМД №1;Охладитель вентилятора 2;30M1;1.0;1.0;6.0;17.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
177;DR.L1.MD1_NS1_CMD_Start;КМД №1. Смазочный насос №1. Пуск;27M1.STR.O;КМД №1;Смазочный насос 1;27M1;1.0;1.0;6.0;17.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
178;DR.L1.MD1_NS2_CMD_Start;КМД №1. Смазочный насос №2. Пуск;28M1.STR.O;КМД №1;Смазочный насос 2;28M1;1.0;1.0;6.0;17.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
179;DR.L1.MD1_VN_CMD_Start;КМД №1. Воздухонагнетатель. Пуск;31M1.STR.O;КМД №1;Воздуходувка;31M1;1.0;1.0;6.0;17.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
180;DR.L1.MD1_MSN_CMD_Start;КМД №1. Нагреватели масла. Запуск ТЭНов дробилки;32R1.STR.O;КМД №1;Нагреватели масла;32R1;1.0;1.0;6.0;17.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
181;DR.L1.MD1_NG_CMD_Start;КМД №1. Гидравлический насос. Пуск;26M1.STR.O;КМД №1;Гидравлический насос;26M1;1.0;1.0;6.0;17.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
182;Tag_182;Конвейер ЛК-3. Индикация разрешения дистанционного пуска ПП-3, ЛК-3;AL-20.O;Конвейер №3;Конвейер;11M1;1.0;1.0;6.0;17.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
183;Tag_183;Грохот №1. Коробка локального управления STLB10 (+10,8 м). Световой сигнал H2 - Грохот №1 запущен;AL-01.O;Грохот №1;ПМУ;12M1;1.0;1.0;6.0;17.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
184;DR.L1.SD1.CMD_Lmp_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Световой сигнал H3 - дробилка запущена;AL-02.O;КСД №1;Дробилка;14M1;1.0;1.0;6.0;17.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
185;DR.L1.PMU1.CMD_Snd;Коробка локального управления STLB10 (+10,8 м). Сирена ;AL-03.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;17.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
186;DR.L1.SD1_NS_CMD_Lmp_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Световой сигнал H4 смазочный насос дробилки запущен;AL-04.O;КСД №1;Смазочный насос;16M1;1.0;1.0;6.0;18.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
187;DR.L1.SD1_OV_CMD_Lmp_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Световой сигнал H5 - охл.вентилятор запущен;AL-05.O;КСД №1;Охладитель вентилятора;17M1;1.0;1.0;6.0;18.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
188;DR.L1.SD1_VN_CMD_Lmp_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Световой сигнал H6 - воздухонагнетатель запущен;AL-06.O;КСД №1;Воздуходувка;18M1;1.0;1.0;6.0;18.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
189;DR.L1.PMU2.CMD_Snd;Коробка локального управления STLB20 (+6,1 м). Сирена;AL-07.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;18.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
190;DR.L1.GR2_PMU_CMD_Lmp_Started;Грохот №2. Коробка локального управления STLB20 (+6,1 м). Световой сигнал H2 - Грохот №2 запущен;AL-08.O;Грохот №2;ПМУ;22M1;1.0;1.0;6.0;18.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
191;DR.L1.PMU3.CMD_Snd;Коробка локального управления STLB30 (+0,0 м). Сирена;AL-09.O;Каскад 2;ПМУ;Cascad;1.0;1.0;6.0;18.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
192;DR.L1.MD1.CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H2 - дробилка запущена;AL-10.O;КМД №1;Дробилка;M1;1.0;1.0;6.0;18.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
193;DR.L1.MD1_NS1_CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H3 - смазочный насос дробилки 1 запущен;AL-11.O;КМД №1;Смазочный насос 1;27M1;1.0;1.0;6.0;18.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
194;DR.L1.MD1_NS2_CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H4 - смазочный насос дробилки 2 запущен;AL-12.O;КМД №1;Смазочный насос 2;28M1;1.0;1.0;6.0;18.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
195;DR.L1.MD1_OV1_CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H5 - вентилятор 1 запущен;AL-13.O;КМД №1;Охладитель вентилятора 1;29M1;1.0;1.0;6.0;18.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
196;DR.L1.MD1_OV2_CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H6 - вентилятор 2 запущен;AL-14.O;КМД №1;Охладитель вентилятора 2;30M1;1.0;1.0;6.0;18.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
197;DR.L1.MD1_VN_CMD_Lmp_Started;КМД №1. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H7 - воздухонагнетатель запущен;AL-15.O;КМД №1;Воздуходувка;31M1;1.0;1.0;6.0;18.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
198;DR.L1.K3A.CMD_Lmp_Started;Конвейер ЛК-3А. Коробка локального управления STLB30 (+0,0 м). Световой сигнал H8- конвейер ЛК-3а запущен;AL-16.O;Конвейер №3а;Конвейер;24M1;1.0;1.0;6.0;18.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
199;DR.L1.SD1_GS.SOL1_CMD_On;КСД №1. SOL1 Включить - Контур Зажимного цилиндра;SV1-01.O;КСД №1;SOL1;SOL1;1.0;1.0;6.0;18.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
200;DR.L1.SD1_GS.SOL2_CMD_On;КСД №1. SOL2 Включить - Изоляция г/аккум. Зажимного цилиндра;SV1-02.O;КСД №1;SOL2;SOL2;1.0;1.0;6.0;18.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
201;DR.L1.SD1_GS.SOL3_CMD_On;КСД №1. SOL3 Включить - Сброс давления Зажимного цилиндра;SV1-03.O;КСД №1;SOL3;SOL3;1.0;1.0;6.0;18.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
202;DR.L1.SD1_GS.SOL4_CMD_On;КСД №1. SOL4 Включить - Байпас первого г/насоса;SV1-04.O;КСД №1;SOL4;SOL4;1.0;1.0;6.0;18.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
203;DR.L1.SD1_GS.SOL5_CMD_On;КСД №1. SOL5 Включить - Открытие щели;SV1-05.O;КСД №1;SOL5;SOL5;1.0;1.0;6.0;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
204;DR.L1.SD1_GS.SOL6_CMD_On;КСД №1. SOL6 Включить - Закрытие щели;SV1-06.O;КСД №1;SOL6;SOL6;1.0;1.0;6.0;18.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
205;DR.L1.SD1_GS.SOL7_CMD_On;КСД №1. SOL7 Включить - Контур Разжимного цилиндра;SV1-07.O;КСД №1;SOL7;SOL7;1.0;1.0;6.0;18.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
206;DR.L1.SD1_GS.SOL8_CMD_On;КСД №1. SOL8 Включить - Очистка;SV1-08.O;КСД №1;SOL8;SOL8;1.0;1.0;6.0;18.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
