id;n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
142;142;DR.L1.PMU2.Mode_Local;Коробка локального управления STLB20 (+6,1 м): локальный/дистанционный S1;OI-02.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
143;143;DR.L1.PMU2.EmergStop;Коробка локального управления STLB20 (+6,1 м): кнопка аварийного останова S12;OA-09.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
144;144;DR.L1.GR2_PMU_ST_PMU_Started;Коробка локального управления STLB20 (+6,1 м): запуск грохота 2461-2D  S2;HS-06.I;Каскад 1;ПМУ;22M1;2.0;1.0;2.0;14.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
145;145;DR.L1.PMU3.Local;Коробка локального управления STLB30 (+0,0 м): локальный/дистанционный S1;OI-03.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
146;146;DR.L1.PMU3.EmergStop;Коробка локального управления STLB30 (+0,0 м): кнопка аварийного останова S12;OA-10.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
147;147;DR.L1.MD1.ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск дробилки MP800 S2;HS-07.I;Каскад 1;Дробилка;M1;2.0;1.0;2.0;14.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
148;148;DR.L1.MD1_NS1_ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск смазочного насоса 1 дробилки MP800 S3;HS-08.I;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
149;149;DR.L1.MD1_NS2_ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск смазочного насоса 2 дробилки MP800 S4;HS-09.I;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
150;150;DR.L1.MD1_OV1_ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск охладителя вентилятора 1 дробилки MP800 S5;HS-10.I;Каскад 1;Охладитель вентилятора 1;29M1;2.0;1.0;2.0;14.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
151;151;DR.L1.MD1_OV2_ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск охладителя вентилятора 2 дробилки MP800 S6;HS-11.I;Каскад 1;Охладитель вентилятора 2;30M1;2.0;1.0;2.0;14.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
152;152;DR.L1.MD1_VN_ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск воздуходувки дробилки MP800 S7;HS-12.I;Каскад 1;Воздуходувка;31M1;2.0;1.0;2.0;14.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
153;153;DR.L1.K3A.ST_PMU_Started;Коробка локального управления STLB30 (+0,0 м): запуск конвейера TEC1200 (ЛК-3а) S8;HS-13.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;14.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
154;154;DR.L1.PMU.EmergStop;CCA: кнопка аварийного останова;OA-11.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
155;155;DR.L1.PMU.U_norm;Напряжение стандартное;ES.EV.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;15.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
156;156;DR.L1.PMU.ST_EmergStop;Активирован АВАРИЙНЫЙ ОСТАНОВ;ES.ON.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;15.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
157;157;157;Двигатель разгрузочного конвейера: конвейер запущен;35M1.R.I;Каскад 1;Конвейер;35M1;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;250.0;250.0;0.0;;;;;;;;;;;;;;;;;19.0;0.0;0.0;0.0;0.0;;;;;;0.0
158;158;DR.L1.K3_MS_CMD_Lmp_Started;Магнитный сепаратор:  Световой сигнал;10Q.LI.O;Каскад 1;Магнитный сепаратор;10Q;2.0;1.0;6.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
159;159;159;Коробка локального управления STLB10 (+10,8м): световая сигнализация;AL-17.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;17.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
160;160;DR.L1.PIT3_VR_VFD_CMD_Start;ЧП пластинчатого питателя № 3 (ПП-3): пуск;1M1.STR.O;Каскад 1;Пластинчатый питатель;1M1;2.0;1.0;6.0;17.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
161;161;DR.L1.K3.CMD_Start;Двигатель конвейера № 3 (ЛК-3): пуск;11M1.STR.O;Каскад 1;Конвейер;11M1;2.0;1.0;6.0;17.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
162;162;162;Коробка локального управления STLB20 (+6,1м): световая сигнализация;AL-18.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;17.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
163;163;DR.L1.GR1.CMD_Start;Двигатель грохота 1836-1: пуск;12M1.STR.O;Каскад 1;Грохот;12M1;2.0;1.0;6.0;17.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
164;164;164;Коробка локального управления STLB30 (+0,0м): световая сигнализация;AL-19.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;17.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
165;165;DR.L1.SD1.CMD_Start;Двигатель дробилки HP500: пуск;14M1.STR.O;Каскад 1;Дробилка;14M1;2.0;1.0;6.0;17.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
166;166;DR.L1.SD1.CMD_Start_Perm;Двигатель дробилки HP500: разрешение на пуск;14M1-RON.O;Каскад 1;Дробилка;14M1;2.0;1.0;6.0;17.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
167;167;DR.L1.SD1_NS_CMD_Start;Двигатель насоса смазки: запуск смазочного насоса дробилки HP500;16M1.STR.O;Каскад 1;Смазочный насос;16M1;2.0;1.0;6.0;17.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
168;168;DR.L1.SD1_NG_CMD_Start;Двигатель гидравлического насоса: запуск гидравлического насоса дробилки HP500;15M1.STR.O;Каскад 1;Гидравлическая система;15M1;2.0;1.0;6.0;17.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
169;169;DR.L1.SD1_OV_CMD_Start;Двигатель охладителя вентилятора: запуск охладителя вентилятора дробилки HP500;17M1.STR.O;Каскад 1;Охладитель вентилятора;17M1;2.0;1.0;6.0;17.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
170;170;DR.L1.SD1_VN_CMD_Start;Двигатель воздуходувки: запуск воздуходувки дробилки HP500;18M1.STR.O;Каскад 1;Воздуходувка;18M1;2.0;1.0;6.0;17.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
171;171;DR.L1.SD1_MSN_CMD_Start;Нагреватели масла: запуск ТЭНов дробилки HP500;19R1.STR.O;Каскад 1;Нагреватели масла;19R1;2.0;1.0;6.0;17.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
172;172;DR.L1.K3A_VR_VFD_CMD_Start;ЧП конвейера TEC1200 (ЛК-3А): пуск;24M1.STR.O;Каскад 1;Конвейер;24M1;2.0;1.0;6.0;17.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
173;173;DR.L1.MD1.CMD_Start;Двигатель дробилки MP800: пуск;M1.STR.O;Каскад 1;Дробилка;M1;2.0;1.0;6.0;17.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
174;174;DR.L1.MD1.CMD_Start_Perm;Двигатель дробилки MP800: разрешение на пуск;M1-RON.O;Каскад 1;Дробилка;M1;2.0;1.0;6.0;17.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
175;175;DR.L1.MD1_OV1_CMD_Start;Двигатель охладителя вентилятора 1: запуск охладителя вентилятора 1 MP800;29M1.STR.O;Каскад 1;Охладитель вентилятора 1;29M1;2.0;1.0;6.0;17.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
176;176;DR.L1.MD1_OV2_CMD_Start;Двигатель охладителя вентилятора 2: запуск охладителя вентилятора 2 MP800;30M1.STR.O;Каскад 1;Охладитель вентилятора 2;30M1;2.0;1.0;6.0;17.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
177;177;DR.L1.MD1_NS1_CMD_Start;Двигатель смазочного насоса 1: запуск смазочного насоса дробилки MP800;27M1.STR.O;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;6.0;17.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
178;178;DR.L1.MD1_NS2_CMD_Start;Двигатель смазочного насоса 2: запуск смазочного насоса дробилки MP800;28M1.STR.O;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;6.0;17.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
179;179;DR.L1.MD1_VN_CMD_Start;Двигатель воздуходувки: запуск насоса воздуходувки дробилки MP800;31M1.STR.O;Каскад 1;Воздуходувка;31M1;2.0;1.0;6.0;17.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
180;180;DR.L1.MD1_MSN_CMD_Start;Нагреватели масла: запуск ТЭНов дробилки MP800;32R1.STR.O;Каскад 1;Нагреватели масла;32R1;2.0;1.0;6.0;17.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
181;181;DR.L1.MD1_NG_CMD_Start;Двигатель гидравлического насоса: запуск гидравлического насоса дробилки MP800;26M1.STR.O;Каскад 1;Гидравлический насос;26M1;2.0;1.0;6.0;17.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
182;182;182;Индикация разрешения  дистанционного пуска ПП-3, ЛК-3;AL-20.O;Каскад 1;Конвейер;11M1;2.0;1.0;6.0;17.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
183;183;183;Коробка локального управления STLB10 (+10,8 м): световой сигнал H2 - Грохот RF 1836 запущен;AL-01.O;Каскад 1;ПМУ;12M1;2.0;1.0;6.0;17.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
184;184;DR.L1.SD1.CMD_Lmp_Started;Коробка локального управления  STLB10 (+10,8 м): световой сигнал  H3 - дробилка HP500 запущена;AL-02.O;Каскад 1;Дробилка;14M1;2.0;1.0;6.0;17.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
185;185;DR.L1.PMU1.CMD_Snd;Коробка локального управления STLB10  (+10,8 м): сирена ;AL-03.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;17.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
186;186;DR.L1.SD1_NS_CMD_Lmp_Started;Коробка локального управления STLB10 (+10,8 м): световой сигнал H4 смазочный насос дробилки запущен;AL-04.O;Каскад 1;Смазочный насос;16M1;2.0;1.0;6.0;18.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
187;187;DR.L1.SD1_OV_CMD_Lmp_Started;Коробка локального управления  STLB10  (+10,8 м): световой сигнал H5 - охл.вентилятор  запущен;AL-05.O;Каскад 1;Охладитель вентилятора;17M1;2.0;1.0;6.0;18.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
188;188;DR.L1.SD1_VN_CMD_Lmp_Started;Коробка локального управления  STLB10  (+10,8 м): световой сигнал H6-  воздуходувка запущена;AL-06.O;Каскад 1;Воздуходувка;18M1;2.0;1.0;6.0;18.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
189;189;DR.L1.PMU2.CMD_Snd;Коробка локального управления STLB20  (+6,1 м): сирена;AL-07.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;18.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
190;190;DR.L1.GR2_PMU_CMD_Lmp_Started;Коробка локального управления STLB20   (+6,1 м): световой сигнал H2- Грохот EF2461 запущен;AL-08.O;Каскад 1;ПМУ;22M1;2.0;1.0;6.0;18.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
191;191;DR.L1.PMU3.CMD_Snd;Коробка локального управления STLB30  (+0,0 м): сирена;AL-09.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;18.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
192;192;DR.L1.MD1.CMD_Lmp_Started;Коробка локального управления STLB30  (+0,0 м): световой сигнал H2- дробилка MP800 запущена;AL-10.O;Каскад 1;Дробилка;M1;2.0;1.0;6.0;18.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
193;193;DR.L1.MD1_NS1_CMD_Lmp_Started;Коробка локального управления STLB30  (+0,0 м): световой сигнал H3 - смазочный насос дробилки 1 MP800 запущен;AL-11.O;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;6.0;18.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
194;194;DR.L1.MD1_NS2_CMD_Lmp_Started;Коробка локального управления STLB30  (+0,0 м): световой сигнал H4 - смазочный насос дробилки 2 MP800 запущен;AL-12.O;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;6.0;18.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
195;195;DR.L1.MD1_OV1_CMD_Lmp_Started;Коробка локального управления STLB30  (+0,0 м): световой сигнал H5- охл.вентилятор 1 запущен;AL-13.O;Каскад 1;Охладитель вентилятора 1;29M1;2.0;1.0;6.0;18.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
196;196;DR.L1.MD1_OV2_CMD_Lmp_Started;Коробка локального управления STLB30 (+0,0 м): световой сигнал H6- охл.вентилятор 2 запущен;AL-14.O;Каскад 1;Охладитель вентилятора 2;30M1;2.0;1.0;6.0;18.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
197;197;DR.L1.MD1_VN_CMD_Lmp_Started;Коробка локального управления STLB30  (+0,0 м): световой сигнал H7  -воздуходувка запущена;AL-15.O;Каскад 1;Воздуходувка;31M1;2.0;1.0;6.0;18.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
198;198;DR.L1.K3A.CMD_Lmp_Started;Коробка локального управления STLB30 (+0,0 м): световой сигнал H8- конвеер TEC1200 (ЛК-3а) запущен;AL-16.O;Каскад 1;Конвейер;24M1;2.0;1.0;6.0;18.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
199;199;DR.L1.SD1_GS.SOL1_CMD_On;SOL1 HP500 Зажим контура давления;SV1-01.O;Каскад 1;Гидравлическая система;SOL1;2.0;1.0;6.0;18.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
200;200;DR.L1.SD1_GS.SOL2_CMD_On;SOL2 HP500 Realeasing, Разжимание;SV1-02.O;Каскад 1;Гидравлическая система;SOL2;2.0;1.0;6.0;18.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
201;201;DR.L1.SD1_GS.SOL3_CMD_On;SOL3 HP500 Realeasing, Разжимание;SV1-03.O;Каскад 1;Гидравлическая система;SOL3;2.0;1.0;6.0;18.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
202;202;DR.L1.SD1_GS.SOL4_CMD_On;SOL4 HP500 Контур давления. Open setting/Close setting. Clearing/Release;SV1-04.O;Каскад 1;Гидравлическая система;SOL4;2.0;1.0;6.0;18.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
203;203;DR.L1.SD1_GS.SOL5_CMD_On;SOL5 HP500 OPEN setting.;SV1-05.O;Каскад 1;Гидравлическая система;SOL5;2.0;1.0;6.0;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
204;204;DR.L1.SD1_GS.SOL6_CMD_On;SOL6 HP500 CLOSE setting.;SV1-06.O;Каскад 1;Гидравлическая система;SOL6;2.0;1.0;6.0;18.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
205;205;DR.L1.SD1_GS.SOL7_CMD_On;SOL7 HP500 Release;SV1-07.O;Каскад 1;Гидравлическая система;SOL7;2.0;1.0;6.0;18.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
206;206;DR.L1.SD1_GS.SOL8_CMD_On;SOL8 HP500 Clearing;SV1-08.O;Каскад 1;Гидравлическая система;SOL8;2.0;1.0;6.0;18.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
207;207;DR.L1.PMU.CMD_EmergStop_Ack;Сброс АВАРИЙНОГО ОСТАНОВА;ES.RST.O;Каскад 1;ПМУ;Cascad;2.0;1.0;6.0;18.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
208;208;208;Грохот EF2461: Старт/Стоп;22M1.STR.O;Каскад 1;Грохот;22M1;2.0;1.0;6.0;19.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
209;209;209;Грохот EF2461: Подтверждение ошибок;22M1ASK.O;Каскад 1;Грохот;22M1;2.0;1.0;6.0;19.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
210;210;210;Грохот EF2461: Очистка 1;22M1C1.O;Каскад 1;Очистка 1;22M1C1;2.0;1.0;6.0;19.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
